GeneID	condition_X_Ave	condition_Y_Ave	log2FoldChange	padj
cCluster_1	12973.5940581139	801.063363409643	-4.01759138715101	0.000113863678253371
cCluster_10	696.42027472966	551.748186056595	-0.335386569030183	0.106781716228519
cCluster_1000	1060.61372149886	567.773583011187	-0.901721534040318	0.051275103655109
cCluster_10004	452.412034070908	1445.1919968516	1.67510263587137	6.21621939031181e-11
cCluster_1001	23341.4907182848	1196.56635939305	-4.28596381624482	0.000108675507498862
cCluster_10011	1144.95874772538	585.009751046312	-0.968188895975552	2.61578146781764e-07
cCluster_10012	5482.81583235714	1949.48250704955	-1.49178317980407	2.89930096605644e-16
cCluster_10013	3861.46277349067	413.972029246905	-3.22179947416997	9.52739133003165e-07
cCluster_10014	743.781614824899	15.0798107693443	-5.62838738483951	3.82940816080933e-18
cCluster_10015	2504.25212031776	1749.65174915473	-0.517036207056906	6.08807972456811e-05
cCluster_10016	11827.824085891	5009.59240894695	-1.23931924213545	1.24921475818172e-26
cCluster_10017	61.725546143947	763.353223049315	3.62356361606602	8.70802990006942e-24
cCluster_1002	1056.55755629231	2058.28141540317	0.962279363174873	4.82105765339724e-21
cCluster_10020	16.9565643025603	259.905463730926	3.92899253876508	9.87939597771697e-16
cCluster_10022	1781.94647932807	1617.05587019209	-0.13992133212799	0.352812195067665
cCluster_10025	5243.53728482853	1156.15098339054	-2.18129889856665	0.000480177075165649
cCluster_10030	17.1002513987611	274.592441863382	4.00308134667166	2.20914313375171e-19
cCluster_10033	130.29643135045	658.475122097458	2.33497128857884	1.8071912904413e-09
cCluster_10034	1189.06167911628	2166.28488398135	0.865410375313409	2.65951929122654e-16
cCluster_1004	34.2723463456226	819.625399243963	4.57992839806933	4.1342283002336e-53
cCluster_10040	90.706918969964	1385.47779224933	3.93554338390522	3.66078181011077e-09
cCluster_10041	2516.4797349656	626.524676582642	-2.00624806406372	2.12617251509597e-10
cCluster_10042	2086.51730136582	740.319419045871	-1.49503894486542	0.00118903955529447
cCluster_10043	12007.1738767349	10036.8218002866	-0.258652625758183	0.113548475452733
cCluster_10046	1314.07911799161	1437.67699047464	0.129970899581716	0.74048573008014
cCluster_10048	3374.11758967044	1062.93252757146	-1.66655208772777	0.0118598202805824
cCluster_10049	6215.03811341098	1878.17829394323	-1.72653678195085	1.42601746047738e-15
cCluster_10051	184.307781856963	261.067130926342	0.501472385169319	0.153938429358075
cCluster_10052	571.388624383558	1959.54965299404	1.77836145045017	1.24160436475711e-31
cCluster_10056	284606.69842244	241016.586638069	-0.23983731327902	0.0573423675789232
cCluster_10062	5077.14998601062	12028.6559097227	1.24444966503177	0.00212393477512673
cCluster_10065	2530.23552264115	3623.92149710919	0.518576682115138	3.95066816046349e-08
cCluster_10066	0	0	NA	NA
cCluster_10067	166.613323555815	29.7633764833953	-2.48639266414304	9.30304049681231e-05
cCluster_10069	1712.2642709117	75.5651054646835	-4.50285874253852	1.60824941639641e-05
cCluster_1007	2264.01866119539	2705.8559524247	0.25748221085705	0.107413696033794
cCluster_10071	440.275721488746	312.70993180812	-0.492774911878267	0.161585965629047
cCluster_10072	0	1011.21644626578	11.7834800865329	4.3312072366986e-15
cCluster_10073	0	394.668399968108	10.4262499677224	3.00879602505708e-11
cCluster_10075	11.1432274286675	351.261434787376	4.99331096922831	7.95650694021722e-13
cCluster_10076	5944.33551242094	6588.19643042384	0.148214092877555	0.0676128935278834
cCluster_10077	0	7.44675800886372	4.69865003083821	0.216779849980754
cCluster_10078	190.722059630917	723.277700626625	1.92208245696869	4.88321741164621e-10
cCluster_10079	350.679382253219	2904.81504045532	3.04892119939212	7.88962274030431e-36
cCluster_1008	963.335369663395	587.129497216731	-0.713861464466942	0.0237913305333023
cCluster_10080	41.699167790655	31.0062475902037	-0.428347330210325	0.890164134000818
cCluster_10082	2.23388398878509	221.164716335194	6.57909880721716	1.68572029986831e-09
cCluster_10084	20491.867374606	16614.326034534	-0.302674876018094	0.00235540948534441
cCluster_10086	0	328.034742572277	10.1592393558889	2.75380245919831e-05
cCluster_10091	4510.63845923059	8018.44736877682	0.829817300840549	3.42073221456003e-16
cCluster_10092	580.363077373868	2.32310301405932	-7.98064477538233	2.2651334555693e-07
cCluster_10093	570.938104577371	721.07356950318	0.335992455278836	0.0813014242149934
cCluster_10094	878.781546790241	1840.45224837475	1.06691517512272	3.28231941877281e-15
cCluster_10096	10725.8404617308	10410.0185881943	-0.0430946883399231	0.748244754055808
cCluster_10097	3680.70899547898	6997.42080659757	0.926656941419512	7.83693494605897e-07
cCluster_101	274.98850831167	1499.2118053116	2.44823164416137	7.10397797811277e-15
cCluster_10103	975.981321079932	1562.26017095999	0.678852289548293	9.75913034098773e-09
cCluster_10104	8.16471544362075	148.366501420755	4.19036377659746	0.0409808222811143
cCluster_10105	5554.39216553938	1021.67850723811	-2.44280693260567	2.48306907284068e-06
cCluster_10106	7705.45711341808	836.318183712036	-3.20393137858491	2.37411153818962e-13
cCluster_10108	12307.4139266123	1244.28945152375	-3.30623469779849	7.07496670784319e-11
cCluster_10109	13441.0011917448	738.319338896384	-4.18633051161722	6.59934043277982e-05
cCluster_10111	214.112360225015	766.577550809363	1.83980986591836	6.7430768181894e-07
cCluster_10112	69.5310438470659	278.202314669963	1.99704699726415	2.08031211716234e-07
cCluster_10113	45.4612248071326	619.86312109401	3.77355456158621	4.83142147683857e-07
cCluster_10118	160.51261248952	678.174070924457	2.07724785765916	2.97085970170122e-05
cCluster_10119	7104.25643319336	2150.69419419159	-1.72384719169498	1.37621755196114e-31
cCluster_10121	9976.64893457325	583.246920547738	-4.09650881494459	6.6470346531708e-07
