GeneID	condition_X_Ave	condition_Y_Ave	log2FoldChange	padj
cCluster_1	10176.479714195	14.5996194537598	-9.4255853063372	1.05672963578264e-238
cCluster_10	546.248462907256	147.257661866644	-1.89036757228876	5.68811747880883e-09
cCluster_1000	831.9101171263	14.1692200125601	-5.88262579810367	6.49427299821595e-47
cCluster_10004	355.101468783071	744.302757517685	1.06718674549464	1.2295318991138e-06
cCluster_1001	18309.1662259983	3.08945776868112	-12.5245033126426	1.28022409948127e-11
cCluster_10011	897.917717505058	674.443163979536	-0.413026672516444	0.0689241365008954
cCluster_10012	4298.00758207329	365.801480720995	-3.55467234595171	7.04110035157551e-102
cCluster_10013	3030.95074396523	14.9726721820914	-7.67044213491976	4.31608117270779e-128
cCluster_10014	582.003493121284	1.9309111054257	-8.20400386630234	4.31003387327538e-15
cCluster_10015	1964.3632850991	767.9303492095	-1.35471538033466	1.15728963460043e-19
cCluster_10016	9275.46324837083	34803.7234656628	1.90780720181908	6.5088015515459e-105
cCluster_10017	48.5259627927972	73.4512836864598	0.597132359506873	0.421374919098602
cCluster_1002	828.884595290749	539.510888727448	-0.619420365529286	0.000587226695291263
cCluster_10020	13.3335430329097	4.46561852346327	-1.58246850823916	0.303642626550435
cCluster_10022	1398.09591911515	1132.28036422824	-0.304199164396133	0.0305156791664981
cCluster_10025	4111.86076482125	1.57581661170152	-11.3240914062964	5.25464429084581e-52
cCluster_10030	13.4223169137855	3.24489640548593	-2.0524450929232	0.180540942675764
cCluster_10033	102.450064356682	0.77236444217028	-7.01496418263712	2.58059006575257e-06
cCluster_10034	932.958387916301	2393.92406995848	1.35929469545936	4.5102076899027e-20
cCluster_1004	26.889020768009	24.1035650859372	-0.158063132368478	0.867668291394864
cCluster_10040	70.8472974514851	116.38104241444	0.7170674399404	0.431815982510636
cCluster_10041	1974.12576380465	207.95180276454	-3.24644051870908	2.72477269154796e-90
cCluster_10042	1636.2710986988	67.1957064688145	-4.60565677552647	0.159097140807075
cCluster_10043	9428.09110864571	93842.1413341038	3.31511268084459	1.38084320463328e-155
cCluster_10046	1028.77012736042	5699.12029372437	2.47010763447038	1.46863171810518e-16
cCluster_10048	2646.3440731191	10.8621481523522	-7.932023710092	6.28321991994166e-127
cCluster_10049	4874.68768347202	551.598587739631	-3.14383418160942	2.13573990754092e-177
cCluster_10051	144.651451949975	51.3242036588705	-1.49517793695021	0.568820476630276
cCluster_10052	448.220024632028	574.298376352471	0.357863178733285	0.159099358280032
cCluster_10056	223361.946053648	322032.000047358	0.527818668038226	1.03378031783619e-10
cCluster_10062	3975.94328912176	11898.8957268193	1.58155624528564	4.89196470507335e-11
cCluster_10065	1984.57263514411	3043.18737115439	0.616807972594526	1.22922285057207e-08
cCluster_10066	0	0	NA	NA
cCluster_10067	131.121772627981	67.7255545667583	-0.95439026574308	0.242875397414082
cCluster_10069	1341.53704772888	7.16889407105925	-7.54069783774328	5.49010642912919e-57
cCluster_1007	1775.0289456471	1354.16505613577	-0.390504880502422	0.0949150232407851
cCluster_10071	345.135643902662	109.956897067236	-1.6492102169593	0.00157048543593173
cCluster_10072	0	162.306995729018	9.49412289523755	1.01056296467738e-07
cCluster_10073	0	29.7360310235557	7.04585286791479	0.171223152050724
cCluster_10075	8.70288145581944	6.13469831724768	-0.504711046327406	0.791448541575282
cCluster_10076	4664.7103755864	35253.564774151	2.91778000707346	5.67563535105575e-253
cCluster_10077	0	0	NA	NA
cCluster_10078	149.783269078434	1430.69342664159	3.25432060206808	7.90250480523873e-41
cCluster_10079	275.494003728775	4299.38633368992	3.96330025924911	4.71112098975163e-37
cCluster_1008	755.054642379153	396.202126779077	-0.929873280679205	0.0189814486272892
cCluster_10080	33.0360482057625	0	-7.80542232907064	0.127803573205879
cCluster_10082	1.76978829673728	26.6203142693674	3.8953278815604	0.0665475760066836
cCluster_10084	16081.80977229	57020.7009292832	1.82599292080126	2.43565539179762e-131
cCluster_10086	0	0	NA	NA
cCluster_10091	3539.95777796668	15780.0240884516	2.15620686036631	4.68079330524004e-44
cCluster_10092	454.803711588384	734.546638057574	0.691905981533045	0.0155326533055366
cCluster_10093	448.201436104696	61.7690818627768	-2.86008067201159	0.0222392913419108
cCluster_10094	689.307674322244	3558.54082009208	2.36823895589572	8.27590400722117e-97
cCluster_10096	8415.91561474906	18738.8482664887	1.15477924677094	1.02628321146477e-81
cCluster_10097	2890.44321781253	6629.16373044531	1.1973450668187	6.33791982972271e-14
cCluster_101	215.352689373592	1486.16195552318	2.78775535814187	1.77528245040123e-17
cCluster_10103	765.72496898579	300.730155739864	-1.34794524907115	1.33736706384878e-08
cCluster_10104	6.3431637268364	0	-5.42354932423472	0.299838088158191
cCluster_10105	4355.86657393881	20.4413987320052	-7.73438318266626	1.61550790214657e-207
cCluster_10106	6043.57610553697	10.8621481523522	-9.12373620263602	8.61287982450672e-194
cCluster_10108	9649.95347261368	37.7000765132464	-7.99961016931496	0
cCluster_10109	10539.6766741001	11.3236353209129	-9.85649846642879	4.59836153418801e-24
cCluster_10111	168.000896124509	0	-10.1518115731181	1.09559321832222e-09
cCluster_10112	54.6471918174442	1.15854666325542	-5.53735223616782	0.00138372786176788
cCluster_10113	35.4902291363993	2.76545100231791	-3.6748908075617	0.0132015741868034
cCluster_10118	126.31356328914	60.6713539214354	-1.05771819399244	0.203626368881788
cCluster_10119	5570.18373104246	1693.96737894524	-1.71710256216603	9.51913910704692e-36
cCluster_10121	7814.07527681598	770.508515304222	-3.34241536040822	5.1581540026867e-27
cCluster_10122	7117.97267598203	25860.0627366168	1.86111889269021	2.24439899890912e-13
cCluster_10125	3983.9621708829	9829.46991886848	1.30308794750556	6.40053656214402e-52
cCluster_10128	375.665914351574	311.575702390417	-0.27016769916761	0.434698986473853
cCluster_10129	13645.0306253861	820.432414499041	-4.05633546047559	1.7068215285051e-132
cCluster_1013	68.8111875121204	367.344852872528	2.41824879176611	0.000278181492099056
cCluster_10133	4263.94950661167	14438.3315568163	1.75958697586917	9.17758023317978e-34
cCluster_10138	1644.17653579173	2750.8406461289	0.742271339193137	2.87030034032601e-09
cCluster_10139	21473.2786795393	42586.6122706757	0.987825543255739	3.23898992644372e-24
cCluster_1014	1550.62700974496	2794.18555952909	0.849289125659075	1.97207891907038e-06
cCluster_10141	20417.4058830284	10797.4784147152	-0.919087061428049	5.41718287295364e-30
cCluster_10142	34796.3087221281	0	-17.8461086001442	1.66085267758955e-34
cCluster_10145	1976.27757366379	202.888573403126	-3.28459846326711	2.43777105090371e-09
cCluster_10146	1705.13844473213	1097.95300703897	-0.635181456958196	0.0441827978501294
cCluster_10147	0	0	NA	NA
cCluster_10149	0	0.834539896892205	1.88580562577326	0.734176712993246
cCluster_1015	0	0	NA	NA
cCluster_10153	28.2908143346898	2.31709332651084	-3.60161724624844	0.116350632394352
cCluster_10154	4.8969832197176	63.4105459382461	3.69561065933398	0.000114698791083911
cCluster_10155	79.1192087094789	70.955964746683	-0.1561762231537	0.893914916094296
cCluster_10156	54726.3604535164	157.290098863957	-8.44301521850363	0
cCluster_10159	23214.4179229047	32.0759113265277	-9.49877238127429	0
cCluster_10164	45573.7666802851	28456.5630288449	-0.679421511828532	4.3555673103859e-08
cCluster_10167	17535.9614937358	115.652895192385	-7.24792691789955	0
cCluster_1017	13801.7147140112	3270.86691165444	-2.07716074100477	2.95485199565512e-95
cCluster_10174	232.329002652403	6.5650977584474	-5.14113046499206	0.00669471446592467
cCluster_10180	1268.40742778773	11.23037213883	-6.81431162329502	1.96124820632405e-08
cCluster_10181	3232.95699109936	1107.01825247905	-1.54615636726305	3.01625379255406e-37
cCluster_10184	283.213162609186	76.6961800919457	-1.88372745770245	1.14193118447907e-06
cCluster_10185	1676.5266707986	8051.29414402644	2.26349922675059	1.2318382242983e-156
cCluster_10186	2436.00254631999	239.088896795577	-3.3483847272067	4.07763318953547e-07
cCluster_10187	27294.8713224232	50627.4723471339	0.891299537059858	5.76535633039649e-47
cCluster_10188	3391.39875469317	4430.26770725543	0.385349638129104	0.00317913604557486
cCluster_10189	2296.39757168681	1325.26627847472	-0.793281781508474	0.032046039018043
cCluster_10190	0	5.8417792782454	4.69726546602658	0.371697970969681
cCluster_10191	1193.17151255368	5267.65079608177	2.141970435631	9.17420257675222e-83
