""	"PromoterCounts_BamGal4_1.txt"	"PromoterCounts_BamGal4_2.txt"	"PromoterCounts_KmgKD_1.txt"	"PromoterCounts_KmgKD_2.txt"
"cCluster_15321"	767.211247075316	467.365961693982	2128.52656598741	1714.22793384322
"cCluster_15322"	20.014206445443	0	500.38455423252	454.360849007483
"cCluster_15323"	8743.98441594245	8856.98443218788	11518.0955542329	12136.8614608416
"cCluster_15326"	0	10.9850973902432	4159.49916846058	4442.52118174764
"cCluster_15327"	6400.09846110945	6406.30906894636	5316.69101152603	5443.81757265172
"cCluster_15336"	72.273523275211	49.9322608647417	610.553254408083	583.114157508433
"cCluster_1534"	3103.31389940175	3341.46689706851	3710.41454331744	3729.5896388085
"cCluster_15341"	2274.94813263203	2046.22405023711	1457.42257560497	1355.63400851413
"cCluster_15344"	243.506178419557	337.542083445654	3998.03053919563	3805.13910082145
"cCluster_15345"	44.4760143232067	85.8834886873557	2709.6454348524	2975.15909560872
"cCluster_15346"	2604.07063862376	2589.4870484455	3130.13665689654	3144.34732744055
"cCluster_15347"	66.7140214848101	46.9363252128572	766.975989008501	809.762543547295
"cCluster_1535"	425.857837144705	156.787299115289	1901.46130608358	1736.57354936818
"cCluster_15355"	823.918165337405	689.065199933435	1274.92938523782	1389.68447026645
"cCluster_15358"	1364.30173936437	1322.20626769836	2952.68936119391	3356.09863646277
"cCluster_15359"	443.648242873987	447.393057348086	2378.29835188162	2662.3204782593
"cCluster_1536"	3233.40624129713	3486.27045357626	2326.99842279224	2347.35370705037
"cCluster_15361"	6.67140214848101	8.9878069556535	157.263717044506	119.17661613311
"cCluster_15363"	1175.27867849074	1158.42845206201	1505.358574918	1583.34647148275
"cCluster_15364"	567.069182620886	614.166808636323	465.904274024901	463.937541375322
"cCluster_15366"	0	0	1137.84924685143	1044.92354502424
"cCluster_15367"	180.127858008987	312.575953013283	798.933321883855	821.467389774653
"cCluster_15368"	560.397780472405	806.905335574226	3910.56836501045	4412.72702771436
"cCluster_15369"	578.188186201688	555.246740815928	499.543571788432	455.424925937243
"cCluster_1537"	203.477765528671	139.810330421277	1370.80138386388	1252.41854632742
"cCluster_15371"	10819.9023844781	10623.5878215824	8465.32928219251	9021.24421050455
"cCluster_15373"	912.870193983818	861.830822525441	855.279145637769	1044.92354502424
"cCluster_15374"	224.603872332194	431.414733871368	1438.07997939094	1805.73854980257
"cCluster_15377"	2600.73493754951	2393.75258585572	2038.54144446996	2011.10539724624
"cCluster_15378"	381.381822821498	228.689754760517	2205.89695084353	1705.71531840514
"cCluster_1538"	3659.26407844183	3748.91414572481	4420.20372612794	4315.89602710621
"cCluster_15380"	6398.98656075137	6732.86605500177	8884.97952179256	10792.9322985548
"cCluster_15381"	217.932470183713	181.75342954766	857.802092970034	876.799390122169
"cCluster_15382"	182.351658725148	105.856393033252	380.965047171986	98.959154467672
"cCluster_1539"	7241.80703217614	6898.64116107271	10315.4906591867	11795.2927663886
"cCluster_15390"	0	0	3626.31629890861	3135.83471200247
"cCluster_15391"	0	0	190.903014808037	418.182233395646
"cCluster_15392"	169.008854428186	157.785944332584	671.103990382438	791.673235741376
"cCluster_15393"	3144.45421265072	3090.80694752751	7220.67526494187	8471.11643781867
"cCluster_15396"	165.673153353945	317.569179099757	2266.44768681788	2397.36532274909
"cCluster_15397"	1274.23781035987	1229.33226248994	2272.3345639265	2526.11863125004
"cCluster_15398"	16.6785053712025	15.9783234767173	364.14539829022	379.875463924289
"cCluster_1540"	0	0	2695.3487333029	3547.63248381955
"cCluster_15401"	1856.87359799388	1560.88247463183	481.04195801849	509.692849354999
"cCluster_15403"	4473.17514055652	4134.39119960061	9217.16758720742	8393.4388219462
"cCluster_15404"	11.1190035808017	4.99322608647417	814.911988321532	928.939159680405
"cCluster_15406"	3886.09175149019	3726.94395094432	4058.58127516998	4311.63971938717
"cCluster_15408"	1255.33550427251	1267.28078074714	2314.38368613092	2486.74778484892
"cCluster_15411"	313.555900978608	241.67214258535	3244.51026929254	2815.54755614473
"cCluster_15413"	9810.29685934133	10487.7720720303	13557.477981147	17713.6886497133
"cCluster_15416"	1129.69076380945	1036.59373555204	1931.73667407075	1704.65124147538
"cCluster_15417"	174.568356218586	207.718205197325	106.80477039921	150.034847096148
"cCluster_15418"	150.106548340823	67.9078747760487	122.783436836887	84.0620774510332
"cCluster_1542"	946.227204726224	1002.63979816401	430.583011373194	455.424925937243
"cCluster_15420"	4353.08990188386	4352.09585697089	5865.01156507159	6498.31781004379
"cCluster_15421"	1064.08864268272	1114.48806250103	1851.00235943828	1510.98924025908
"cCluster_15424"	2516.23051033542	2288.89483803976	1327.07029677129	1273.70008492262
"cCluster_15425"	2813.10790594283	2960.98306927918	3528.76233539438	3757.25563898226
"cCluster_15430"	6393.42705896097	5601.40102380672	2223.55758216938	2113.25678250319
"cCluster_15435"	2632.98004793384	2943.00745536787	1323.70636699493	2370.76339950509
"cCluster_15436"	4438.70622945603	4541.8384482569	4178.00078223052	4947.9577233836
"cCluster_1544"	1328.7209279058	1033.59779990015	2030.13162002908	2631.46224729627
"cCluster_15440"	207.925366960992	249.661304323708	1224.47043859252	1344.99323921653
"cCluster_15441"	1357.63033721589	1252.30110248772	2063.77091779261	2003.65685873792
"cCluster_15442"	5165.88906364046	4764.53633171365	5338.55655507233	5130.9789553023
"cCluster_15444"	150.106548340823	121.83471650997	659.330236165203	617.16461926075
"cCluster_15446"	3395.74369357684	3517.2284553124	4053.53538050546	4276.52518070509
"cCluster_1545"	7776.6311044127	7305.08976451171	1634.02888886351	1723.80462621106
"cCluster_15450"	53.3712171878481	63.9132939068694	1397.7128220747	1508.86108639956
"cCluster_15453"	4120.70272704511	3662.03201182016	2699.55364552334	2547.40016984523
"cCluster_15454"	2207.12221078913	1940.36765720386	702.220340813704	726.764543026021
"cCluster_15455"	3322.35826994354	3657.03878573368	1573.47815288915	1957.90155075824
"cCluster_15457"	380.269922463418	435.409314740547	688.764621708292	776.776158724737
"cCluster_15458"	243.506178419557	209.715495631915	1830.81878078016	2212.21593697086
"cCluster_15459"	0	0	741.746515685853	775.712081794977
"cCluster_1546"	1189.73338314578	1548.89873202429	4328.53663972232	4570.21041331883
"cCluster_15461"	0	98.8658765121885	2378.29835188162	2387.78863038125
"cCluster_15463"	1392.09924831637	1130.46638597775	760.248129455795	1034.28277572664
"cCluster_15464"	1374.30884258709	1438.04911290456	1100.00503686746	957.669236783923
"cCluster_15466"	3.33570107424051	0	1671.87309884748	1762.11139568242
"cCluster_15467"	360.255716017975	472.359187780456	3211.7119539731	3512.51794513748
"cCluster_1547"	383.605623537658	269.634208669605	1000.76910846504	956.605159854163
"cCluster_15471"	2217.12931401186	2035.23895284687	2491.83098183354	2925.14747991
"cCluster_15472"	0	0	239.679996565157	602.267542244111
"cCluster_15474"	5346.01692164945	4824.45504475134	1528.90608335247	1455.65723991156
"cCluster_15475"	4732.2479239892	5615.38205684885	9251.64786741504	9649.0495990629
"cCluster_15476"	1054.08153946	827.876885137417	2531.35715670569	2650.61563203195
"cCluster_15477"	470.333851467911	584.207452117478	613.076201740348	770.391697146178
"cCluster_15478"	15244.1539092791	15437.0577689435	17157.7238242889	16367.631333567
"cCluster_15479"	4564.35096991909	4583.78154738329	9549.35565262229	10746.1129136454
"cCluster_1548"	1365.41363972245	1328.19813900213	2268.97063415015	2100.48785934607
"cCluster_15482"	0	0	319.573328753542	344.760925242212
"cCluster_15485"	26565.5233552514	23371.294020351	14580.1126331583	15318.4514808237
"cCluster_15486"	12208.6659317203	11603.2587797487	12432.2434709569	13086.0180821874
"cCluster_15487"	1.11190035808017	271.631499104195	79.0523497442973	118.11253920335
"cCluster_15488"	342.465310288692	154.790008680699	486.087852683019	450.104541288444
"cCluster_15489"	64.4902207686498	90.8767147738299	2704.59954018787	3163.50071217622
"cCluster_15490"	2217.12931401186	2266.92464325927	3889.54380390824	4077.54279483999
"cCluster_15491"	866.170378944451	874.813210350274	0	0
"cCluster_15492"	891.744087180295	867.82269382921	2734.03392573096	2556.97686221307
"cCluster_15495"	532.600271520401	339.539373880243	10494.6199197775	10143.8453714013
"cCluster_15496"	3163.35651873808	3279.55089359623	5954.15570414494	6763.27296555401
"cCluster_15497"	8629.45867906019	9643.91686341621	17842.2835337767	20152.552972723
"cCluster_15498"	48.9236157555274	57.9214226031004	2640.68487443716	3060.28524998951
"cCluster_15503"	9147.60424592555	9570.01711733639	4642.22309136724	4831.97333803977
"cCluster_15504"	1039.62683480496	1059.56257554982	653.443359056585	621.42092697979
"cCluster_15507"	25306.8521499046	24736.442032393	19933.8068722242	19819.4968937082
"cCluster_15511"	28258.9476006075	27034.3246773884	16204.0497326928	15638.7386366815
"cCluster_15512"	660.46881269962	768.956817317022	1131.96236974281	1203.47100755846
"cCluster_15513"	40.0284128908861	15.9783234767173	290.979925654541	331.992002085093
"cCluster_15515"	601.538093721371	613.168163419028	1242.13106991837	1048.11577581352
"cCluster_15517"	12314.2964657379	12021.6911257952	4732.20821288469	4913.90726163128
"cCluster_15519"	56.7069182620886	69.9051652106384	702.220340813704	627.805388558349
"cCluster_15528"	6007.59763470715	5931.95259073131	7269.45224669899	7397.46281569092
"cCluster_15530"	0	0	712.312130142764	738.46938925338
"cCluster_15531"	1027.39593086608	1088.52328685137	5214.09115334727	5572.57088115267
"cCluster_15533"	76.7211247075316	50.9309060820365	1297.6359112282	1288.59716193926
"cCluster_15534"	7389.6897798008	7540.77003579329	2603.68164689728	5630.0310353597
"cCluster_15535"	1973.6231355923	1965.33378763623	3515.30661628896	3373.12386733893
"cCluster_15538"	17.7904057292827	20.9715495631915	946.946232043391	1282.2127003607
"cCluster_15539"	2081.47747032608	2096.15631110186	3700.32275398838	3504.0053296994
"cCluster_15543"	1094.10995235089	1287.25368509304	2932.50578253579	2860.23878719465
"cCluster_15545"	10380.7017430365	9489.12685473551	5977.70321257941	5883.28134464256
"cCluster_1555"	4245.23556715008	4417.00779609505	4093.0615553776	3863.66333195825
"cCluster_15551"	66719.5809866005	58151.1110030782	29612.6738212361	28998.2244898172
"cCluster_15553"	965.129510813586	1010.62895990237	1457.42257560497	1376.91554710933
"cCluster_15554"	117.861437956498	171.766977374711	2170.57568819182	2298.40616828141
"cCluster_15557"	657.13311162538	583.208806900183	2722.26017151373	3169.88517375478
"cCluster_15558"	10.0071032227215	11.983742607538	97.5539635142392	136.201847009269
"cCluster_15560"	3989.49848479165	4094.44539090882	2268.12965170606	2230.30524477678
"cCluster_15562"	1653.39583246521	1972.3243041573	1186.62622860855	1141.75454563239
"cCluster_15563"	1201.96428708466	1092.51786772055	988.995354247804	1146.01085335143
"cCluster_15567"	0	0	3496.80500251902	3660.4246383741
"cCluster_15568"	0	0	7555.38627768901	8194.4564360811
"cCluster_15570"	0	0	234.634101900627	359.658002258851
"cCluster_15571"	992.927019765591	999.643862512129	4332.74155194276	4824.52479953145
"cCluster_15576"	36593.7526847764	33806.1378958647	8363.57040645783	9040.39759524023
"cCluster_15578"	424.745936786624	358.513633008845	171.560418594007	226.648386038862
"cCluster_15579"	1995.8611427539	2637.42201887566	2103.29709266476	2546.33609291547
"cCluster_15582"	873.953681451013	735.002879928998	560.935290206875	482.026849181241
"cCluster_15583"	329.12250599173	216.706012152979	1614.68629264948	1227.94477694294
"cCluster_15585"	16.6785053712025	69.9051652106384	859.484057858211	1139.62639177287
"cCluster_15586"	2237.1435204573	2212.99780152535	3391.68219700799	3386.95686742581
"cCluster_15590"	15074.0331544928	15273.2799533072	4970.20624456167	5101.18480126903
"cCluster_15591"	639.342705896097	547.257579077569	3404.29693366931	3747.67894661442
"cCluster_15596"	2639.65145008232	3035.88146057629	3223.48570819033	3716.82071565138
"cCluster_15599"	296.877395607405	195.734462589787	5425.17774681342	6087.58411515647
"cCluster_156"	3590.32625624086	3042.87197709736	1681.12390573245	1616.33285630531
"cCluster_1560"	26.685608593924	34.9525826053192	639.987639951172	718.251927587942
"cCluster_15601"	642.678406970338	566.231838206171	2672.64220731252	2776.17670974362
"cCluster_15602"	8411.52620887648	9092.66470346946	5907.90166972009	6646.22450328042
"cCluster_15603"	60129.3475642594	57177.4319162157	4051.01243317319	4170.1174877291
"cCluster_15604"	7.78330250656118	18.9742591286018	1536.47492534927	1634.42216411123
"cCluster_15606"	59199.7988649043	56031.9858519785	25621.3711415932	25784.7121619422
"cCluster_15607"	16115.883790014	14880.8123829103	4448.79712922694	4342.49795035021
"cCluster_15610"	94.5115304368143	50.9309060820365	2332.88529990086	2498.45263107628
"cCluster_15611"	589.307189782489	742.992041667356	1035.24938867266	883.183851700728
"cCluster_15612"	141.211345476181	99.8645217294834	2973.71392229612	2928.33971069928
"cCluster_15614"	0	0	449.084625143135	554.384080404915
"cCluster_15615"	1608.919818142	1658.74970592672	2421.18845653013	2518.67009274172
"cCluster_1562"	531.488371162321	484.342930387994	493.656694679814	442.656002780124
"cCluster_15621"	107.854334733776	98.8658765121885	541.592693992845	528.846234090677
"cCluster_15622"	478.117153974473	422.426926915715	2424.55238630648	2534.63124668811
"cCluster_15623"	55.5950179040084	0	1084.02637042978	1065.14100668967
"cCluster_15624"	164.561252995865	128.825233031034	251.453750782392	228.776539898381
"cCluster_15625"	14908.3600011389	13669.4557343317	14876.1384534774	14724.6965540177
"cCluster_15626"	41.1403132489662	61.9160034722797	738.3825859095	816.147005125854
"cCluster_15629"	0	90.8767147738299	2116.75281177017	2237.7537832851
"cCluster_1563"	1555.54860095416	1524.93124680921	2570.88333157784	2657.0000936105
"cCluster_15630"	2276.06003299011	2108.14005370939	1143.73612396005	1060.88469897063
"cCluster_15631"	341.353409930612	279.620660842553	378.442099839721	388.388079362369
"cCluster_15634"	487.012356839114	551.252159946748	1892.2104991986	2019.61801268432
"cCluster_15636"	1394.32304903253	1495.97053550766	3811.33243660803	3879.62448590465
"cCluster_15641"	316.891602052848	293.601693884681	560.935290206875	559.704465053715
"cCluster_15643"	21536.3980356548	20176.6279702248	5775.86742599823	5754.52803614161
"cCluster_15650"	39789.3543138988	35590.7168991706	15478.2818834446	13870.2427794205
"cCluster_15651"	43747.7195886642	35299.1124957205	13921.6233794372	16017.550023676
"cCluster_15652"	26502.1450348408	27829.2462703551	32813.4530034361	34643.1526021935
"cCluster_15654"	2224.91261651842	1556.88789376265	2443.05400007642	1214.11177685606
"cCluster_15656"	341.353409930612	768.956817317022	1344.73092809714	1067.26916054919
"cCluster_15658"	27838.6492652532	25418.5167158054	29235.9136862846	30828.4368090042
"cCluster_15659"	177.904057292827	115.842845206201	537.387781772404	483.090926111001
"cCluster_1566"	111.190035808017	116.841490423496	163.991576597212	136.201847009269
"cCluster_15662"	35557.4615510457	35994.1695669577	42874.9669645081	40440.2437155255
"cCluster_15663"	1309.81862181844	1238.32006944559	256.499645446922	259.634770861419
"cCluster_15667"	1521.07968985367	1597.83234767173	4096.42548515396	4129.68256439823
"cCluster_15668"	1079.65524769584	1015.62218598885	1144.57710640413	1059.82062204087
"cCluster_15669"	2283.84333549667	2171.05470239897	2538.08501625839	2610.18070870107
"cCluster_15672"	348.024812079093	309.580017361398	4059.42225761407	4488.27648972732
"cCluster_15674"	72.273523275211	70.9038104279332	869.57584718727	733.149004604581
"cCluster_15676"	1354.29463614165	1347.17239813073	876.303706739976	945.964390556563
"cCluster_15677"	0	0	944.423284711126	715.059696798662
"cCluster_15679"	11064.5204632558	10889.2274493829	1466.67338248994	1821.69970374897
"cCluster_15680"	0	0	1358.18664720255	1384.36408561765
"cCluster_15681"	837.260969634367	814.894497312584	538.228764216492	719.316004517702
"cCluster_15682"	21.1261068035232	2.9959356518845	581.959851309082	524.589926371638
"cCluster_15683"	183.463559083228	192.738526937903	1362.391559423	1384.36408561765
"cCluster_15685"	61.1545196944093	46.9363252128572	256.499645446922	245.80177077454
"cCluster_15686"	1498.84168269207	1221.34310075158	1086.54931776204	828.915928282973
"cCluster_15687"	1675.63383962681	2194.02354239675	1800.54341279298	1978.11901242368
"cCluster_15688"	8244.74115516445	6849.70754542526	4329.37762216641	4817.07626102313
"cCluster_1569"	17787.0700282085	13248.0274526333	17562.2363798953	17316.7879549128
"cCluster_15704"	1806.83808188027	1910.40830068502	3873.56513747057	4421.23964315244
"cCluster_15706"	12461.0673130045	12454.1045048839	7615.93701366336	7491.10158550979
"cCluster_15714"	629.335602673375	509.309060820365	1889.68755186634	1778.07254962882
"cCluster_15719"	1933.59472270141	2080.17798762514	1584.4109246623	1559.93677902803
"cCluster_1572"	1127.46696309329	1117.48399815292	461.699361804459	691.650004343944
"cCluster_15720"	392.5008264023	263.642337365836	1238.76714014202	1315.19908518325
"cCluster_15721"	0	0	430.583011373194	483.090926111001
"cCluster_15722"	1658.95533425561	1686.71177201097	2019.19884825593	2935.7882492076
"cCluster_15723"	5585.07549863669	6374.35242199292	2924.09595809491	2353.73816862893
"cCluster_15724"	144.547046550422	123.832006944559	1531.42903068474	1601.43577928867
"cCluster_15726"	14.4547046550422	10.9850973902432	412.081397603252	523.525849441878
"cCluster_1573"	421.410235712384	128.825233031034	484.405887794843	356.465771469571
"cCluster_15733"	309.108299546287	239.67485215076	682.877744599674	536.294772598997
"cCluster_15735"	762.763645642996	482.345639953405	1475.08320693082	1742.95801094674
"cCluster_15736"	3067.73308794319	3549.18510226584	3003.9892902833	3522.09463750531
"cCluster_15737"	405.843630699262	199.729043458967	647.556481947967	502.244310846679
"cCluster_15739"	351.360513153333	262.643692148541	1639.91576597212	1232.20108466198
"cCluster_15741"	73621.1465092041	70586.2412488334	30361.9891789188	29995.2645730022
"cCluster_15747"	6712.54246172998	5676.29941510383	3791.989840394	3901.9701014296
"cCluster_15748"	8272.53866411646	7539.77139057599	3264.69384795066	3594.45186872899
"cCluster_15749"	44.4760143232067	0	1474.24222448674	1263.05931562502
"cCluster_15750"	21826.6040291137	20286.4789441273	1548.2486795665	1440.76016289492
"cCluster_15751"	0	0	576.072974200464	478.834618391961
"cCluster_15752"	0	23.967485215076	958.719986260626	1060.88469897063
"cCluster_15753"	14061.0919282818	13231.0504839393	8193.691952752	8880.78605577624
"cCluster_15756"	1427.68005977494	1278.26587813739	7288.79484291302	7549.62581664659
"cCluster_15757"	2801.98890236202	3030.88823448982	3379.90844279075	3613.60525346467
"cCluster_15759"	724.95903346827	494.329382560943	1069.72966888028	1133.24193019431
"cCluster_1576"	161.225551921624	150.79542781152	7747.97125738522	8208.28943616798
"cCluster_15760"	3353.49147996979	2754.26350929915	930.126583161625	1092.80700686343
"cCluster_15761"	628.223702315295	806.905335574226	40.3671573162369	57.4601542070354
"cCluster_15762"	3800.47542391802	4508.88315608617	4393.29228791712	4424.43187394172
"cCluster_15763"	866.170378944451	1005.6357338159	1870.34495565231	803.378081968735
"cCluster_15764"	396.94842783462	177.75884867848	10.0917893290592	727.828619955781
"cCluster_15766"	770.546948149557	645.124810372463	1158.03282550955	1487.57954780436
"cCluster_15767"	9637.9523038389	7598.69145839639	7655.46318853551	8308.31266756541
"cCluster_15768"	17.7904057292827	23.967485215076	119.419507060534	90.4465390295927
"cCluster_15769"	93.3996300787342	197.731753024377	565.140202427317	685.265542765385
"cCluster_15773"	27989.8677139521	27036.321967823	25612.1203347082	25675.112238177
"cCluster_15774"	27104.7950289203	22414.5919021825	5718.68061980023	6007.77834542447
"cCluster_15776"	1323.1614261154	1522.93395637462	431.423993817282	476.706464532441
"cCluster_15777"	4945.73279274059	4070.47790569374	192.584979696214	135.137770079509
"cCluster_15779"	75.6092243494515	38.9471634744985	1618.89120486992	1943.0044737416
"cCluster_1578"	22238.0071616034	22138.9658222092	13938.443028319	15274.8243267036
"cCluster_15780"	0	26.9634208669605	672.785955270615	610.780157682191
"cCluster_15783"	83.3925268560127	64.9119391241642	1156.35086062137	1282.2127003607
"cCluster_15785"	8.89520286464135	43.9403895609727	2715.53231196102	2267.54793731838
"cCluster_15786"	0	0	1680.28292328836	2043.02770513903
"cCluster_15787"	0	86.8821339046505	1585.25190710639	1198.15062290966
"cCluster_15788"	0	0	224.542312571568	445.848233569404
"cCluster_15789"	650.461709476899	586.204742552067	0	507.564695495479
"cCluster_15791"	12256.4776471177	10624.5864667997	4627.92638981774	4656.40064462938
"cCluster_15792"	17665.8728891777	18288.1898643203	5956.67865147721	8462.6038223806
"cCluster_15793"	615.992798376413	476.353768649636	324.619223418072	515.013234003798
"cCluster_15794"	0	0	637.464692618908	224.520232179342
"cCluster_15795"	0	7.98916173835867	415.445327379605	469.257926024122
"cCluster_15796"	14.4547046550422	0	1559.18145133965	1744.0220878765
"cCluster_15797"	984.031816900949	861.830822525441	926.762653385272	1059.82062204087
"cCluster_15799"	2823.11500916555	2536.55885192888	1487.69794359215	1684.43377980994
"cCluster_15800"	203.477765528671	217.704657370274	378.442099839721	247.92992463406
"cCluster_15811"	644.902207686498	708.039459062037	1083.18538798569	1151.33123800023
"cCluster_15813"	450375.240040372	424584.000585072	344637.128534705	344287.411008469
"cCluster_15814"	1377.64454366133	1450.0328555121	2480.0572276163	2608.05255484155
"cCluster_15818"	38737.496575155	44921.0591643562	28294.8543313498	23636.340840757
"cCluster_15819"	548.166876533523	563.235902554286	23900.7210609886	15970.7306387665
"cCluster_1582"	545.943075817363	674.085521674013	498.702589344343	567.153003562034
"cCluster_15820"	13464.0014359928	11459.4538684582	7028.09028524566	7310.20850745061
"cCluster_15823"	2580.72073110407	2386.76206933465	1803.90734256934	1701.4590106861
"cCluster_15825"	3540.29074012726	3145.73243447873	5949.9507919245	5666.20965097154
"cCluster_1583"	1145.25736882257	1103.50296511079	556.730377986434	580.986003648913
"cCluster_15835"	203874.713956505	170277.997355725	166010.775445468	169635.144142325
"cCluster_15838"	8318.12657879774	7310.08299059818	2580.9751209069	2541.01570826667
"cCluster_15842"	2.22380071616034	7.98916173835867	889.759425845388	864.03046696505
"cCluster_15848"	1542.20579665719	1722.66299983359	8986.73839752724	9596.90982950466
"cCluster_15849"	2310.52894409059	2230.97341543666	1250.54089435926	1235.39331545126
"cCluster_1585"	2288.29093692899	2172.05334761626	925.080688497096	1126.85746861575
"cCluster_15850"	432.529239293186	770.954107751612	1078.13949332116	1097.06331458247
"cCluster_15851"	4448.71333267876	4702.62032824137	662.694165941556	735.2771584641
"cCluster_15853"	0	0	2416.1425618656	2030.25878198192
"cCluster_15854"	498.131360419916	808.902626008815	2519.58340248845	3527.41502215411
"cCluster_15855"	2488.43300138342	2244.95444847879	2581.81610335099	3185.84632770118
"cCluster_15858"	918.429695774219	874.813210350274	994.041248912334	1086.42254528487
"cCluster_15861"	2190.44370541793	2164.0641858779	3084.72360491577	2951.749403154
"cCluster_15864"	159.001751205464	85.8834886873557	2316.06565101909	2183.48585986734
"cCluster_15865"	2441.73318634405	2479.63607454307	2534.72108648204	2739.99809413178
"cCluster_15866"	2318.31224659715	2247.95038413067	687.923639264204	688.457773554664
"cCluster_15867"	348.024812079093	343.533954749423	1641.5977308603	1629.10177946243
"cCluster_15869"	451.431545380548	438.405250392432	1956.12516494931	2056.86070522591
"cCluster_1587"	271.303687371561	195.734462589787	1091.59521242657	1170.48462273591
"cCluster_15870"	2130.4010860816	2330.83793716614	3252.92009373342	3531.67132987315
"cCluster_15871"	13.342804296962	28.9607113015502	1863.6170960996	1891.92878111313
"cCluster_15873"	2296.07423943555	2204.0099945697	1409.48657629194	1283.27677729046
"cCluster_15874"	2741.9462830257	2459.66317019718	227.906242347921	266.019232439978
"cCluster_15878"	1107.45275664785	1086.52599641678	1029.36251156404	995.976006255279
"cCluster_15879"	209.037267319072	85.8834886873557	1143.73612396005	887.440159419768
"cCluster_1588"	1417.67295655222	1530.92311811298	2258.037862377	2525.05455432028
"cCluster_15881"	299.101196323565	278.622015625259	1554.97653911921	1393.94077798549
"cCluster_15882"	1071.87194518928	838.86198252766	2104.13807510885	2355.86632248845
"cCluster_15883"	459.21484788711	527.284674731672	1671.03211640339	1671.66485665282
"cCluster_15884"	0	0	728.290796580441	1670.60077972306
"cCluster_15886"	1076.3195466216	1081.5327703303	2155.43800419823	2828.31647930185
"cCluster_15887"	5304.87660840048	5880.02303943198	5470.59079879419	6811.15642739321
"cCluster_15889"	0	0	163.150594153124	55.3320003475155
"cCluster_1589"	0	0	109.327717731475	153.227077885428
"cCluster_15893"	22341.4138949048	23694.8550707545	23295.213701245	22657.3900653778
"cCluster_15896"	4731.13602363112	4843.42930387994	3532.12626517073	3527.41502215411
"cCluster_15897"	776.106449939958	691.062490368025	1004.13303824139	1011.93716020168
"cCluster_15898"	3118.88050441487	3158.71482230356	2691.14382108246	2402.68570739789
"cCluster_159"	11.1190035808017	0	2128.52656598741	1890.86470418337
"cCluster_15901"	793.89685566924	904.772566869119	1776.15492191442	1621.65324095411
"cCluster_15903"	0	0	1736.62874704227	1489.70770166388
"cCluster_15904"	16616.23895115	16884.0946888038	7163.48845874387	7704.98104839154
"cCluster_15905"	110.078135449937	151.794073028815	1231.19829814523	1252.41854632742
"cCluster_15906"	10043.7959345382	8909.91262870451	1798.02046546072	1798.29001129425
"cCluster_15907"	0	0	423.855151820487	188.341616567505
"cCluster_15908"	0	0	3109.11209579433	3286.93363602837
"cCluster_15909"	0	0	519.72715044655	1196.02246905014
"cCluster_15911"	2737.49868159338	2752.26621886456	5341.92048484868	5261.86041766277
"cCluster_15915"	0	0.998645217294834	3134.34156911698	3169.88517375478
"cCluster_15916"	11736.1082795362	9632.93176602597	6421.74194305802	6678.14681117322
"cCluster_15919"	0	3.99458086917933	606.348342187642	641.638388645228
"cCluster_1592"	44302.5578673462	43069.5709314916	19340.914249142	20267.4732811371
"cCluster_15922"	2724.15587729641	2613.45453366058	2532.19813914978	2394.17309195981
"cCluster_15924"	960.681909381266	960.69669903763	253.976698114657	326.671617436294
"cCluster_15925"	906.198791835337	498.323963430122	1358.18664720255	1402.45339342357
"cCluster_15927"	0	0	729.131779024529	1396.06893184501
"cCluster_15929"	4865.67596695882	4276.19882045648	1010.8608977941	708.675235220103
"cCluster_1593"	709.392428455148	0	872.939776963623	1035.3468526564
"cCluster_15931"	7384.1302780104	7545.76326187976	7276.1801062517	8041.22935819567
"cCluster_15934"	1710.1027507273	1658.74970592672	2472.48838561951	2497.38855414652
"cCluster_15937"	419.186434996224	302.589500840335	1087.39030020613	857.646005386491
"cCluster_15938"	0	0	778.749743225737	902.337236436407
"cCluster_15940"	14188.960469461	14535.2811377263	5642.99219983228	5476.80395747428
"cCluster_15941"	1.11190035808017	133.818459117508	283.411083657747	136.201847009269
"cCluster_15942"	472.557652184072	193.737172155198	122.783436836887	457.553079796763
"cCluster_15943"	1283.13301322451	302.589500840335	526.455009999256	997.040083185039
"cCluster_15944"	712.728129529388	449.390347782675	1129.43942241054	1032.15462186712
"cCluster_15947"	1365.41363972245	1276.2685877028	2406.89175498063	2452.6973230966
"cCluster_15949"	3294.56076099154	3705.97240138113	6734.58741225886	7341.06673841365
"cCluster_15952"	815.022962472764	865.825403394621	4522.80358430671	4418.04741236316
"cCluster_15955"	22.2380071616034	14.9796782594225	380.965047171986	397.964771730208
"cCluster_15956"	15.5666050131224	8.9878069556535	386.010941836515	390.516233221888
"cCluster_15960"	292.429794175084	646.123455589757	2973.71392229612	2892.16109508745
"cCluster_15961"	1260.89500606291	1813.53971460742	969.652758033774	1528.01447113524
"cCluster_15962"	7887.82114022072	6741.85386195742	3833.19798015433	3796.62648538337
"cCluster_15963"	171.232655144346	106.855038250547	820.79886543015	847.005236088891
"cCluster_15969"	74.4973239913713	37.9485182572037	523.932062666991	488.4113107598
"cCluster_15970"	17.7904057292827	31.9566469534347	1133.64433463099	1307.75054667493
"cCluster_15971"	111.190035808017	200.727688676262	679.513814823321	378.811386994529
"cCluster_15972"	195.69446302211	400.456732135228	0	0
"cCluster_15973"	8011.24207996762	7829.3785035915	4810.4195801849	5130.9789553023
